"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-897","Lenisia limosa es un breviado anaerobio cultivado con epibiontes de Arcobacter.","Lenisia limosa","es_huesped_de","Arcobacter epibionte","expresa","S210 resumen y resultados","aceptación mayoritaria","alta","El sistema fue mantenido en cultivo y examinado por microscopía y secuenciación.","resuelta","vigente"
"C-898","Microscopía electrónica mostró células de Arcobacter conectadas a Lenisia limosa por estructuras semejantes a pili.","Arcobacter epibionte de Lenisia","posee_rasgo","contacto mediante estructura semejante a pilus","expresa","S210 fig. 1 y microscopía","aceptación mayoritaria","alta","La estructura se observó directamente en SEM y TEM.","resuelta","vigente"
"C-899","Hamann y colaboradores interpretaron la asociación como intercambio de hidrógeno desde Lenisia hacia Arcobacter.","Lenisia limosa","intercambia_metabolito_con*","H₂ hacia Arcobacter","expresa","S210 resumen; resultados metabólicos","aceptación mayoritaria","alta","Transcriptómica, inhibición y tratamientos de hidrógeno convergen en esa dirección.","resuelta","vigente"
"C-900","Una hidrogenasa aceptora de NAD(P)H de Lenisia se expresó solamente en presencia de Arcobacter en los experimentos publicados.","Lenisia limosa","posee_rasgo","expresión condicional de hidrogenasa aceptora de NAD(P)H","expresa","S210 resultados transcriptómicos","aceptación mayoritaria","alta","La diferencia se midió entre condiciones con y sin el epibionte.","resuelta","vigente"
"C-901","La ruta fermentativa asociada con Arcobacter fue calculada por los autores como capaz de producir el doble de ATP que la ruta alternativa comparada.","ruta fermentativa de Lenisia con Arcobacter","tiene_valor_medido","dos veces el ATP teórico de la ruta alternativa","expresa","S210 discusión metabólica","aceptación mayoritaria","media","Es un rendimiento estequiométrico calculado, no una medición calorimétrica directa.","parcialmente resuelta","vigente"
"C-902","Arcobacter puede usar óxido nitroso como aceptor de electrones en el sistema experimental.","Arcobacter epibionte de Lenisia","posee_rasgo","respiración con N₂O","expresa","S210 resultados","aceptación mayoritaria","alta","La actividad se evaluó mediante manipulación del aceptor y respiración.","resuelta","vigente"
"C-903","La inhibición del metabolismo de N₂O redujo el crecimiento y la respiración del protista en el sistema experimental.","inhibición de la respiración de Arcobacter","reduce*","crecimiento y respiración de Lenisia","expresa","S210 resultados","aceptación mayoritaria","alta","El efecto se replicó en experimentos independientes.","resuelta","vigente"
"C-904","Proteínas de Arcobacter anotadas como factores de virulencia bacteriana pueden participar en una asociación mutualista en Lenisia.","proteínas de Arcobacter","converge_con","factores usados en interacciones patógenas y mutualistas","expresa","S210 discusión","aceptación mixta","media","La anotación homóloga no determina por sí sola el signo ecológico de la interacción.","parcialmente resuelta","vigente"
"C-905","En microcosmos de breviados, el crecimiento se asoció con funciones metabólicas del microbioma más que con una única identidad bacteriana.","supervivencia de breviados anaerobios","respaldado_por","función metabólica del microbioma","expresa","S225 resumen y resultados","aceptación mayoritaria","alta","Cinco microcosmos recuperaron socios taxonómicamente distintos con funciones comparables.","resuelta","vigente"
"C-906","Arcobacteraceae, Desulfovibrionaceae y Terasakiella fueron identificados como candidatos funcionales en distintos microcosmos de breviados.","microbiomas de breviados","posee_rasgo","socios candidatos de varias familias bacterianas","expresa","S225 resultados","aceptación mayoritaria","media","La asociación se apoya en abundancia y función inferida, no en cocultivos axénicos para todos los candidatos.","parcialmente resuelta","vigente"
"C-907","Los intentos de mantener axénicos a los breviados estudiados no tuvieron éxito.","breviados anaerobios de S225","posee_rasgo","dependencia de comunidad en cultivo","expresa","S225 métodos y discusión","aceptación mayoritaria","media","El fracaso de axenización es empírico pero no identifica una especie obligatoria única.","parcialmente resuelta","vigente"
"C-908","El estudio de microcosmos no detectó una señal significativa de codiversificación entre cada breviado y una bacteria concreta.","breviados y bacterias asociadas","no_posee_rasgo","codiversificación significativa localizada","expresa","S225 discusión","aceptación mayoritaria","media","El resultado depende del muestreo y de las filogenias disponibles.","parcialmente resuelta","vigente"
"C-909","El sistema Lenisia–Arcobacter ilustra una asociación externa basada en eliminación de productos reductores.","Lenisia–Arcobacter","clasificado_como_por","sintrofía externa funcional","sintesis(C-899, C-900, C-901, C-905)","S210; S225","aceptación mayoritaria","alta","El socio consume equivalentes reductores y mejora el balance metabólico del hospedador.","resuelta","vigente"
"C-910","Lenisia–Arcobacter no constituye una observación de la asociación que originó la mitocondria.","Lenisia–Arcobacter","no_equivale_a*","asociación ancestral mitocondrial no observada","glosa","n/a; síntesis de C-897–C-910","no evaluado","alta","Es un comparando actual de mecanismo, no una población ancestral preservada.","resuelta","vigente"
"C-911","Consorcios de arqueas metanotróficas anaerobias y bacterias reductoras de sulfato ocupan zonas de transición metano–sulfato.","consorcios ANME–SRB","posee_habitat*","transición metano–sulfato","expresa","S226 introducción","consenso amplio","alta","El proceso y la zonación se miden geoquímica y microbiológicamente.","resuelta","vigente"
"C-912","Wegener y colaboradores estudiaron consorcios termófilos ANME-1–HotSeep-1 a 60 °C.","consorcio ANME-1–HotSeep-1","tiene_valor_medido","60 °C","expresa","S226 métodos y resultados","aceptación mayoritaria","alta","La temperatura corresponde a la incubación experimental del consorcio.","resuelta","vigente"
"C-913","La adición de H₂ reprimió la oxidación de metano en el consorcio termófilo estudiado.","adición de H₂ al consorcio ANME-1–HotSeep-1","reduce*","oxidación anaerobia de metano","expresa","S226 resultados","aceptación mayoritaria","alta","El efecto fue medido en incubaciones.","resuelta","vigente"
"C-914","Citocromos multihemo, estructuras tipo pili y conexiones entre células apoyaron transferencia directa de electrones entre ANME y SRB.","consorcio ANME-1–HotSeep-1","respaldado_por","transferencia eléctrica intercelular directa","expresa","S226 resultados y discusión","aceptación mayoritaria","alta","Convergen expresión, ultraestructura y respuesta metabólica.","parcialmente resuelta","vigente"
"C-915","Aceptores artificiales solubles permitieron oxidación de metano por ANME sin reducción simultánea de sulfato por el socio bacteriano.","ANME con aceptores artificiales","posee_rasgo","oxidación de metano desacoplada de SRB","expresa","S227 resumen y resultados","aceptación mayoritaria","alta","El desacoplamiento fue producido experimentalmente.","resuelta","vigente"
"C-916","La dependencia ecológica de un consorcio ANME–SRB no implica incapacidad catabólica absoluta de ANME para transferir electrones a otros aceptores.","dependencia ANME–SRB","no_implica*","imposibilidad de desacoplamiento experimental","sintesis(C-914, C-915)","S226; S227","aceptación mayoritaria","alta","Los aceptores artificiales separan la reacción arqueana de la bacteriana.","resuelta","vigente"
"C-917","Los consorcios ANME–SRB ilustran que una asociación puede ser estable sin endocitosis ni transmisión hereditaria conjunta.","consorcio ANME–SRB","clasificado_como_por","dependencia metabólica extracelular","sintesis(C-912, C-916)","S226; S227","aceptación mayoritaria","alta","La geometría es consorcial y el acoplamiento ocurre mediante electrones.","resuelta","vigente"
"C-918","Pelomyxa palustris es una ameba anaerobia o microaerobia que alberga varios procariotas intracelulares.","Pelomyxa palustris","es_huesped_de","consorcio procariota intracelular","expresa","S231 resumen; S233 introducción","aceptación mayoritaria","alta","Microscopía y secuenciación recuperan múltiples socios.","resuelta","vigente"
"C-919","Un aislamiento de 1988 atribuyó Methanobacterium formicicum a Pelomyxa palustris.","Methanobacterium formicicum DSM 3637","clasificado_como_por","endosimbionte de Pelomyxa palustris","expresa","S232 resumen","aceptación mixta","media","El aislamiento fue publicado, pero la identidad de origen fue revisada después.","sin resolver","histórica"
"C-920","El aislado atribuido a Pelomyxa midió aproximadamente 3 × 0,4 µm.","aislado histórico Methanobacterium formicicum","tiene_valor_medido","3 × 0,4 µm","expresa","S232 descripción","aceptación mixta","alta","La morfometría fue medida en cultivo puro.","resuelta","histórica"
"C-921","El aislado histórico tuvo tiempos de generación de 10 h con H₂/CO₂ y 12 h con formiato.","aislado histórico Methanobacterium formicicum","tiene_valor_medido","10 h con H₂/CO₂; 12 h con formiato","expresa","S232 resultados","aceptación mixta","alta","Los tiempos se midieron en cultivo; su procedencia endosimbiótica es la parte cuestionada.","resuelta","histórica"
"C-922","El estudio de 2017 no detectó Methanobacterium formicicum en las Pelomyxa examinadas.","Pelomyxa palustris de S231","no_es_huesped_de*","Methanobacterium formicicum detectable","expresa","S231 resumen y resultados","aceptación mayoritaria","alta","Secuenciación y pruebas dirigidas no recuperaron el taxón.","resuelta","vigente"
"C-923","Gutiérrez y colaboradores consideraron probable que el aislado histórico fuera un contaminante de vida libre.","afirmación C-920","cuestionado_por","evidencia genómica y ausencia en Pelomyxa reexaminada","expresa","S231 discusión","aceptación mayoritaria","media","La crítica explica la inconsistencia pero no permite reconstruir la muestra de 1988.","sin resolver","vigente"
"C-924","El consorcio de Pelomyxa schiedti usa metanogénesis hidrogenotrófica como proceso central de consumo de H₂.","Pelomyxa schiedti y sus endosimbiontes","posee_rasgo","metanogénesis hidrogenotrófica central","expresa","S233 resumen y resultados","aceptación mayoritaria","alta","Genómica y transcriptómica unicelular enlazan producción y consumo de H₂.","resuelta","vigente"
"C-925","La identidad del metanógeno de Pelomyxa palustris no puede fijarse universalmente a partir del aislamiento de 1988.","endosimbionte metanógeno de Pelomyxa palustris no identificado con certeza","tiene_identidad*","sin resolver","sintesis(C-920, C-923, C-924)","S231; S232; S233","aceptación mayoritaria","alta","Muestras, especies hospedadoras e identidades microbianas no coinciden.","sin resolver","vigente"
"C-926","Un estudio de 2024 examinó metanógenos endosimbióticos en 32 especies de ciliados anaerobios de vida libre.","muestreo de ciliados anaerobios de S234","tiene_valor_medido","32 especies","expresa","S234 resumen","aceptación mayoritaria","alta","El número pertenece al diseño de muestreo publicado.","resuelta","vigente"
"C-927","Los metanógenos de ciliados anaerobios mostraron asociaciones con identidad del hospedador y hábitat.","metanógenos de ciliados anaerobios","posee_rasgo","especificidad parcial por hospedador y hábitat","expresa","S234 resultados","aceptación mayoritaria","alta","La conclusión se apoya en FISH, secuencias y filogenias de múltiples taxones.","parcialmente resuelta","vigente"
"C-928","Los metanógenos de ciliados pertenecen a varios linajes de Methanomicrobiales, Methanobacteriales y Methanosarcinales.","metanógenos endosimbióticos de ciliados","miembro_de","varios órdenes arqueanos","expresa","S235 resultados","aceptación mayoritaria","alta","La identidad se verificó con autofluorescencia, FISH y amplicones.","resuelta","vigente"
"C-929","La persistencia a través de división y quistes apoyó transmisión vertical en ciliados estudiados por van Hoek y colaboradores.","simbiontes metanógenos de ciliados de S236","posee_rasgo","transmisión vertical","expresa","S236 resultados y discusión","aceptación mayoritaria","media","La inferencia combina persistencia y fracaso de transfaunación ambiental.","parcialmente resuelta","vigente"
"C-930","Los análisis de 2025 recuperaron orígenes múltiples y transmisión mixta de metanógenos en ciliados anaerobios.","simbiontes metanógenos de ciliados de S235","posee_rasgo","adquisición múltiple y transmisión mixta","expresa","S235 resumen y resultados","aceptación mayoritaria","alta","El muestreo ampliado mostró persistencia vertical junto con reemplazos.","resuelta","vigente"
"C-931","La transmisión de metanógenos en ciliados no puede describirse como exclusivamente vertical para todo el grupo.","metanógenos endosimbióticos de ciliados","no_posee_rasgo","transmisión universal exclusivamente vertical","sintesis(C-929, C-930)","S235; S236","aceptación mayoritaria","alta","Los estudios difieren porque abarcan taxones y escalas filogenéticas distintas.","resuelta","vigente"
"C-932","Angomonas deanei alberga una sola bacteria beta-proteobacteriana por célula.","Angomonas deanei","es_huesped_de","un Candidatus Kinetoplastibacterium por célula","expresa","S238 resumen","aceptación mayoritaria","alta","La estequiometría celular fue observada por microscopía.","resuelta","vigente"
"C-933","La división de Kinetoplastibacterium está sincronizada con el ciclo celular de Angomonas deanei.","Candidatus Kinetoplastibacterium de Angomonas","posee_rasgo","división sincronizada con hospedador","expresa","S238 resumen y resultados","aceptación mayoritaria","alta","La localización y temporalidad fueron observadas durante el ciclo celular.","resuelta","vigente"
"C-934","Los genomas de Kinetoplastibacterium estudiados rondan 0,8 Mb y han perdido genes bacterianos de división.","Candidatus Kinetoplastibacterium","tiene_valor_medido","aproximadamente 0,8 Mb","expresa","S237 resultados; S239 introducción","aceptación mayoritaria","alta","Los tamaños y ausencias proceden de genomas completos.","resuelta","vigente"
"C-935","Angomonas aporta proteínas nucleares que forman un anillo semejante a dinamina alrededor del sitio de división bacteriano.","Angomonas deanei","posee_rasgo","anillo de división del hospedador alrededor del endosimbionte","expresa","S238 resultados","aceptación mayoritaria","alta","Proteómica y fusiones fluorescentes localizaron las proteínas.","resuelta","vigente"
"C-936","Una proteína nuclear denominada ETP9 controla la división del endosimbionte de Angomonas deanei.","ETP9","controla*","división de Kinetoplastibacterium","expresa","S239 resumen y resultados","aceptación mayoritaria","alta","La función se probó mediante perturbación genética.","resuelta","vigente"
"C-937","Un gen de ornitina ciclodeaminasa fue transferido desde el endosimbionte al núcleo de Angomonas.","Angomonas deanei","transfiere_gen_a","gen OCD desde endosimbionte al núcleo","expresa","S238 resumen y discusión","aceptación mayoritaria","alta","La procedencia se apoya en filogenia y localización nuclear.","resuelta","vigente"
"C-938","La proteína OCD transferida se localiza en el glicosoma y no fue detectada dentro del endosimbionte.","proteína OCD de origen endosimbiótico","posee_rasgo","localización glicosomal","expresa","S238 resultados","aceptación mayoritaria","alta","La localización se ensayó experimentalmente.","resuelta","vigente"
"C-939","La transferencia de un gen no implica que su producto regrese al compartimento donante.","transferencia génica endosimbiótica en Angomonas","no_implica*","importación de la proteína al endosimbionte","sintesis(C-937, C-938)","S238","aceptación mayoritaria","alta","OCD proporciona un contraejemplo directo.","resuelta","vigente"
"C-940","Perkinsela vive como endosimbionte eucariota obligado dentro de Paramoeba.","Perkinsela","es_huesped_de","Paramoeba","expresa","S240 resumen e introducción","aceptación mayoritaria","alta","La asociación intracelular fue observada y no se conoce fase libre.","resuelta","vigente"
"C-941","El genoma nuclear de Perkinsela secuenciado mide aproximadamente 9,5 Mb.","genoma nuclear de Perkinsela","tiene_valor_medido","aproximadamente 9,5 Mb","expresa","S240 resumen y resultados","aceptación mayoritaria","alta","El tamaño procede del ensamblaje genómico.","resuelta","vigente"
"C-942","Perkinsela perdió el flagelo pero conserva transcripción policistrónica, trans-splicing y un orgánulo semejante a glicosoma.","Perkinsela","posee_rasgo","reducción celular con rasgos kinetoplástidos retenidos","expresa","S240 resumen y resultados","aceptación mayoritaria","alta","Los rasgos se identificaron por genómica y microscopía.","resuelta","vigente"
"C-943","Las rutas metabólicas de Perkinsela y Paramoeba son complementarias e interdependientes.","Perkinsela–Paramoeba","posee_rasgo","interdependencia metabólica","expresa","S240 resultados y discusión","aceptación mayoritaria","alta","El mosaico de genes y rutas requiere contribuciones de ambos genomas.","resuelta","vigente"
"C-944","Microscopía mostró invaginaciones por las que Perkinsela incorpora material citoplasmático de Paramoeba.","Perkinsela","depreda_a","citoplasma de Paramoeba dentro de una asociación obligada","expresa","S240 resumen; fig. 1","aceptación mayoritaria","alta","Vesículas e invaginaciones se observaron por TEM y crio-SEM.","resuelta","vigente"
"C-945","El genoma mitocondrial de Perkinsela conserva seis genes codificantes de proteínas.","genoma mitocondrial de Perkinsela","tiene_valor_medido","seis genes codificantes de proteínas","expresa","S241 resumen","aceptación mayoritaria","alta","El genoma fue secuenciado y anotado.","resuelta","vigente"
"C-946","Perkinsela demuestra que una asociación obligada puede conservar dos núcleos eucariotas y dos linajes mitocondriales distintos.","Perkinsela–Paramoeba","posee_rasgo","integración celular sin fusión genómica completa","sintesis(C-942, C-943, C-945)","S240; S241","aceptación mayoritaria","alta","Hospedador y endosimbionte conservan identidades celulares y genómicas.","resuelta","vigente"
"C-947","La endosimbiosis fotosintética de Paulinella se estima entre 90 y 140 Ma.","endosimbiosis del cromatóforo de Paulinella","tiene_edad_estimada","90–140 Ma","expresa","S245 introducción","aceptación mayoritaria","media","La estimación procede de filogenia y calibración; no es una fecha fósil directa.","parcialmente resuelta","vigente"
"C-948","El cromatóforo de Paulinella chromatophora posee un cromosoma circular de 1,02 Mb.","genoma del cromatóforo de Paulinella chromatophora","tiene_valor_medido","1,02 Mb","expresa","S242 resumen","aceptación mayoritaria","alta","El cromosoma fue secuenciado por completo.","resuelta","vigente"
"C-949","El genoma del cromatóforo de Paulinella chromatophora codifica 867 proteínas.","genoma del cromatóforo de Paulinella chromatophora","tiene_valor_medido","867 genes codificantes de proteínas","expresa","S242 resumen","aceptación mayoritaria","alta","El valor procede de la anotación del genoma completo.","resuelta","vigente"
"C-950","El genoma del cromatóforo está reducido respecto de cianobacterias de vida libre emparentadas.","cromatóforo de Paulinella","pierde_rasgo","parte del repertorio génico cianobacteriano","expresa","S242 resultados; S245 resultados","aceptación mayoritaria","alta","La comparación genómica identifica pérdidas extensas.","resuelta","vigente"
"C-951","Nowack y colaboradores estimaron que entre 0,3 % y 0,8 % de los genes nucleares de Paulinella examinados proceden de transferencia endosimbiótica.","genoma nuclear de Paulinella chromatophora","tiene_valor_medido","0,3–0,8 % de genes de origen cromatofórico","expresa","S243 resumen y resultados","aceptación mayoritaria","media","El intervalo depende de criterios filogenéticos y del conjunto de transcritos.","parcialmente resuelta","vigente"
"C-952","El mismo estudio comparó esa proporción con 11–14 % de genes de origen plastidial en Archaeplastida.","genes nucleares de origen plastidial en Archaeplastida","tiene_valor_medido","11–14 %","expresa","S243 discusión","aceptación mayoritaria","media","Es una comparación entre análisis y linajes con historias distintas.","parcialmente resuelta","vigente"
"C-953","Al menos dos genes cromatofóricos transferidos al núcleo fueron identificados inicialmente con productos vinculados a fotosíntesis.","Paulinella chromatophora","transfiere_gen_a","al menos dos genes fotosintéticos al núcleo","expresa","S243 resultados","aceptación mayoritaria","alta","La localización nuclear, intrones, colas poli-A y filogenias apoyan el origen.","resuelta","vigente"
"C-954","Proteínas nucleares de Paulinella son importadas masivamente al cromatóforo.","Paulinella chromatophora","posee_rasgo","importación de proteínas al cromatóforo","expresa","S243 discusión; S244 resultados","aceptación mayoritaria","alta","Proteómica y localización identifican productos nucleares en el compartimento.","resuelta","vigente"
"C-955","Transferencias horizontales desde bacterias distintas del endosimbionte compensan funciones perdidas por el cromatóforo.","Paulinella chromatophora","adquiere_rasgo","genes bacterianos complementarios por HGT","expresa","S244 título y resultados","aceptación mayoritaria","alta","Las filogenias ubican donantes fuera del linaje cromatofórico.","resuelta","vigente"
"C-956","La integración funcional de Paulinella combina transferencia endosimbiótica, transferencia horizontal e importación de proteínas.","Paulinella chromatophora","posee_rasgo","integración por procesos genéticos de más de un origen","sintesis(C-953, C-954, C-955)","S243; S244","aceptación mayoritaria","alta","Los procesos están documentados por análisis independientes.","resuelta","vigente"
"C-957","El cromatóforo se transmite con el linaje celular fotosintético de Paulinella y no se readquiere en cada generación desde el ambiente.","cromatóforo de Paulinella","posee_rasgo","transmisión vertical intracelular","expresa","S242 discusión; S245 introducción","aceptación mayoritaria","media","La división y persistencia del cromatóforo se observan en el ciclo celular; no se conoce una fase libre.","resuelta","vigente"
"C-958","Braarudosphaera bigelowii alberga al diazótrofo cyanobacteriano UCYN-A.","Braarudosphaera bigelowii","es_huesped_de","UCYN-A","expresa","S248 resumen y resultados","aceptación mayoritaria","alta","La identidad se estableció por microscopía y secuencias.","resuelta","vigente"
"C-959","UCYN-A fija N₂ y entrega nitrógeno reducido al hospedador fotosintético.","UCYN-A","intercambia_metabolito_con*","nitrógeno fijado hacia Braarudosphaera","expresa","S246 resultados; S247 resultados","aceptación mayoritaria","alta","Isótopos, fisiología y genómica sostienen el flujo.","resuelta","vigente"
"C-960","El hospedador suministra carbono y otros metabolitos a UCYN-A.","Braarudosphaera bigelowii","intercambia_metabolito_con*","carbono hacia UCYN-A","expresa","S247 resultados","aceptación mayoritaria","alta","El balance metabólico y las relaciones de tamaño sostienen el intercambio.","resuelta","vigente"
"C-961","La división de UCYN-A está coordinada con el ciclo celular de Braarudosphaera.","UCYN-A","posee_rasgo","división coordinada con hospedador","expresa","S246 resultados","aceptación mayoritaria","alta","La secuencia de división se observó por imagen celular.","resuelta","vigente"
"C-962","UCYN-A importa proteínas codificadas por el genoma nuclear de Braarudosphaera.","UCYN-A","posee_rasgo","importación de proteínas nucleares del hospedador","expresa","S246 resumen y resultados","aceptación mayoritaria","alta","Proteómica y señales de destino identifican proteínas del hospedador dentro del compartimento.","resuelta","vigente"
"C-963","Coale y colaboradores denominaron nitroplasto al compartimento UCYN-A integrado en Braarudosphaera.","UCYN-A de Braarudosphaera","clasificado_como_por","nitroplasto","expresa","S246 título, resumen y discusión","aceptación mayoritaria","alta","La propuesta se apoya en control de división, estequiometría e importación proteica.","resuelta","vigente"
"C-964","La clasificación de UCYN-A como orgánulo no convierte en universales los mismos criterios para todas las endosimbiosis.","nitroplasto","no_establece*","umbral universal endosimbionte-orgánulo","sintesis(C-883, C-963)","S246 discusión","aceptación mixta","media","El caso satisface un conjunto fuerte de criterios, pero la definición general sigue debatida.","sin resolver","vigente"
"C-965","No se localizó en esta sesión un intervalo filogenético primario auditado para el inicio de la asociación Braarudosphaera–UCYN-A.","inicio de Braarudosphaera–UCYN-A","tiene_edad_estimada","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-039","no evaluado","desconocida","Se localizaron cifras redondeadas en fuentes secundarias, no el análisis primario con intervalo.","información insuficiente","vigente"
"C-966","Hatena arenicola incorpora por fagocitosis una célula de Nephroselmis.","Hatena arenicola","depreda_a","Nephroselmis","expresa","S249 resultados; S250 resultados","aceptación mayoritaria","alta","La ingestión fue observada directamente.","resuelta","vigente"
