"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-1154","La membrana de retículo endoplasmático y Golgi representa 21% del presupuesto celular estimado en una célula pancreática de Sus scrofa.","retículo endoplasmático y Golgi de célula pancreática de Sus scrofa","tiene_valor_medido","21% del presupuesto celular","expresa","S307 tabla 1","aceptación mayoritaria","media","Es un tejido secretor multicelular y no un comparando directo de LECA.","parcialmente resuelta","vigente"
"C-1155","En los cuatro eucariotas modelados por Lynch y Marinov, las membranas internas representan proporciones diferentes del coste total de membranas.","membranas internas eucariotas","posee_variación*","proporciones dependientes de especie y tipo celular","expresa","S312 tabla 1; S313","aceptación mayoritaria","alta","Los datos morfométricos muestran variación amplia.","resuelta","vigente"
"C-1156","No se localizó una cifra publicada para el coste total del sistema endomembranoso ancestral con todos sus componentes luminales, motores y regulación.","sistema endomembranoso ancestral completo","tiene_estado*","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-050","no evaluado","desconocida","Las fuentes cuantifican membranas o vesículas parciales.","información insuficiente","vigente"
"C-1157","Un preprint de 2024 modeló que un proto-retículo con translocasas Sec podía aportar beneficio neto bajo sus parámetros.","proto-retículo con translocasas Sec","respaldado_por","modelo coste-beneficio de beneficio neto","expresa","S342 resultados; S307 pp. 93–94","no evaluado","baja","La fuente primaria es un preprint y el estado ancestral no se observa.","sin resolver","vigente"
"C-1158","El mismo preprint no encontró beneficio de pinocitosis de moléculas pequeñas en los rangos de parámetros considerados.","pinocitosis de moléculas pequeñas modelada","tiene_resultado*","sin mejora de aptitud bajo parámetros considerados","expresa","S342 resultados; S307 pp. 93–94","no evaluado","baja","El resultado depende del modelo y de parámetros no ancestrales observados.","sin resolver","vigente"
"C-1159","Los microtúbulos corticales de una célula idealizada de Ochromonas fueron estimados en 5.0 × 10^10 ATP de construcción.","microtúbulos corticales de Ochromonas idealizada","tiene_valor_medido","5.0 × 10^10 ATP","expresa","S307 tabla 1","aceptación mayoritaria","media","La cifra es modelada a partir de abundancia y composición.","parcialmente resuelta","vigente"
"C-1160","Actina y tubulina totales representan 0.1% y 1.4 × 10^9 ATP del presupuesto de Saccharomyces cerevisiae.","actina y tubulina de Saccharomyces cerevisiae","tiene_valor_medido","0.1%; 1.4 × 10^9 ATP","expresa","S307 tabla 1","aceptación mayoritaria","media","La cifra resume cantidad total celular, no recambio durante un proceso concreto.","parcialmente resuelta","vigente"
"C-1161","Actina y tubulina totales representan 0.4% y 1.1 × 10^10 ATP del presupuesto de Schizosaccharomyces pombe.","actina y tubulina de Schizosaccharomyces pombe","tiene_valor_medido","0.4%; 1.1 × 10^10 ATP","expresa","S307 tabla 1","aceptación mayoritaria","media","La cifra resume cantidad total celular.","parcialmente resuelta","vigente"
"C-1162","Actina y tubulina totales representan 5.7% del presupuesto celular estimado en fibroblastos de ratón.","actina y tubulina de fibroblastos de ratón","tiene_valor_medido","5.7% del presupuesto celular","expresa","S307 tabla 1","aceptación mayoritaria","media","Es un tipo celular animal especializado y no un estado ancestral.","parcialmente resuelta","vigente"
"C-1163","Actina y tubulina totales representan 0.6% del presupuesto celular estimado en células HeLa.","actina y tubulina de células HeLa","tiene_valor_medido","0.6% del presupuesto celular","expresa","S307 tabla 1","aceptación mayoritaria","media","Es una línea celular tumoral y no un estado ancestral.","parcialmente resuelta","vigente"
"C-1164","La polimerización de actina está acoplada a unión e hidrólisis de ATP.","actina","posee_rasgo","ciclo de nucleótido ATP durante polimerización","expresa","S326 tesis general","consenso amplio","alta","Mecanismo bioquímico reproducido.","resuelta","vigente"
"C-1165","La dinámica de microtúbulos está acoplada a unión e hidrólisis de GTP en tubulina.","tubulina","posee_rasgo","ciclo de nucleótido GTP durante dinámica microtubular","expresa","S327 tesis general","consenso amplio","alta","Mecanismo bioquímico reproducido.","resuelta","vigente"
"C-1166","Los costes de nucleótidos por subunidad no equivalen al coste total del citoesqueleto porque abundancia, recambio y motores varían.","estequiometría de ATP o GTP por subunidad","no_equivale_a*","coste celular total del citoesqueleto","sintesis(C-1159, C-1160, C-1161, C-1162, C-1163, C-1164, C-1165)","S307 tabla 1; S326; S327","consenso amplio","alta","El total requiere número de subunidades y cinética de recambio.","resuelta","vigente"
"C-1167","CK-B suministra ATP local a estructuras de actina durante fagocitosis mediada por complemento.","creatina quinasa B durante fagocitosis","posee_rasgo","suministro local de ATP","expresa","S328 resultados","aceptación mayoritaria","alta","Intervenciones catalíticas y farmacológicas redujeron eventos de actina e ingestión.","resuelta","vigente"
"C-1168","La inhibición de CK-B redujo la formación global de F-actina a 73 ± 9% del control en el sistema estudiado.","formación de F-actina con CK-B inhibida","tiene_valor_medido","73 ± 9% del control","expresa","S328 resultados","aceptación mayoritaria","alta","Es una medición experimental en células actuales.","resuelta","vigente"
"C-1169","Durante fagocitosis, el contenido de ATP de neutrófilos humanos cayó rápidamente hasta 0.8 fmol por célula en el experimento de Borregaard y Herlin.","contenido de ATP de neutrófilos durante fagocitosis","tiene_valor_medido","0.8 fmol célula^-1","expresa","S329 resultados","aceptación mayoritaria","alta","Es contenido instantáneo medido, no flujo integrado.","resuelta","vigente"
"C-1170","La caída de contenido de ATP a 0.8 fmol por célula no es una medida del coste total por partícula ingerida.","contenido de ATP durante fagocitosis","no_equivale_a*","coste integrado por evento de ingestión","sintesis(C-1169)","S329 métodos y discusión","consenso amplio","alta","Contenido, producción y consumo son magnitudes diferentes.","resuelta","vigente"
"C-1171","No se localizó una cifra publicada de ATP por evento de fagocitosis para un holozoo unicelular o un comparando inmediato del corredor.","fagocitosis en holozoos unicelulares","tiene_estado*","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-051","no evaluado","desconocida","Las búsquedas recuperaron dependencia de ATP y flujos parciales, no coste por ingestión.","información insuficiente","vigente"
"C-1172","La importación y reciclado de receptores peroxisomales utiliza las ATPasas AAA+ PEX1 y PEX6.","maquinaria de importación peroxisomal","posee_rasgo","ATPasas PEX1 y PEX6","expresa","S330 tesis general; S331 resultados; S332 estructura","consenso amplio","alta","Bioquímica y estructura respaldan dependencia de ATP.","resuelta","vigente"
"C-1173","Pex1/Pex6 puede desplegar sustratos mediante enhebrado procesivo dependiente de ATP.","complejo Pex1/Pex6","posee_rasgo","desplegado procesivo dependiente de ATP","expresa","S331 resultados","aceptación mayoritaria","alta","Actividad bioquímica y estructural observada.","resuelta","vigente"
"C-1174","No se localizó una cifra publicada para el coste total de construir, importar proteínas y mantener un peroxisoma completo.","peroxisoma completo","tiene_estado*","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-052","no evaluado","desconocida","Las fuentes cuantifican mecanismos parciales, no presupuesto del orgánulo.","información insuficiente","vigente"
"C-1175","La mitosis abierta desensambla ampliamente la envoltura nuclear durante la segregación cromosómica.","mitosis abierta","posee_rasgo","desensamblaje amplio de envoltura nuclear","expresa","S333 revisión","consenso amplio","alta","Definición citológica estable.","resuelta","vigente"
"C-1176","La mitosis cerrada conserva la envoltura nuclear durante la segregación cromosómica.","mitosis cerrada","posee_rasgo","retención de envoltura nuclear","expresa","S333 revisión","consenso amplio","alta","Definición citológica estable.","resuelta","vigente"
"C-1177","Las mitosis semiabiertas o parcialmente abiertas comprenden estados intermedios de permeabilización o desensamblaje nuclear.","mitosis semiabierta","posee_rasgo","permeabilización o desensamblaje parcial","expresa","S333 revisión","aceptación mayoritaria","alta","La categoría resume varios estados citológicos.","resuelta","vigente"
"C-1178","En el muestreo de holozoos de Shah y colaboradores, ciclos multinucleados se asociaron con mitosis cerrada y ciclos predominantemente mononucleados con mitosis abierta.","modo mitótico en holozoos muestreados","correlaciona_con*","estructura del ciclo vital","expresa","S334 resultados y fig. 4","aceptación mayoritaria","alta","La asociación fue observada y reconstruida en múltiples linajes.","parcialmente resuelta","vigente"
"C-1179","Corallochytrium limacisporum presentó mitosis abierta en el estudio comparado.","Corallochytrium limacisporum","posee_rasgo","mitosis abierta","expresa","S334 resultados","aceptación mayoritaria","alta","Microscopía de dinámica nuclear.","resuelta","vigente"
"C-1180","La reconstrucción de una mitosis ancestral cerrada u ortomítica permanece dependiente del muestreo y de la codificación de caracteres.","mitosis de LECA","tiene_estado*","reconstrucción ancestral dependiente de método","expresa","S75 resultados y discusión; S334 discusión","aceptación mixta","media","Los estudios no recuperan una única historia sin supuestos.","sin resolver","vigente"
"C-1181","No se localizó una cifra publicada que compare el coste energético total de mitosis abierta, cerrada y semiabierta en protistas.","coste de modos mitóticos","tiene_estado*","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-053","no evaluado","desconocida","Se localizaron descripciones y correlaciones de ciclo vital, no presupuestos comparativos.","información insuficiente","vigente"
"C-1182","La membrana mitocondrial representa 1.9% del presupuesto celular estimado en Dunaliella salina.","membrana mitocondrial de Dunaliella salina","tiene_valor_medido","1.9% del presupuesto celular","expresa","S307 tabla 1","aceptación mayoritaria","media","Incluye membranas interna y externa, no metabolismo completo.","parcialmente resuelta","vigente"
"C-1183","La membrana mitocondrial representa entre 4% y 17% del presupuesto celular estimado en ciliados.","membrana mitocondrial de ciliados","tiene_valor_medido","4–17% del presupuesto celular","expresa","S307 tabla 1","aceptación mayoritaria","media","El rango refleja variación entre especies, no incertidumbre de una sola medición.","parcialmente resuelta","vigente"
"C-1184","La membrana mitocondrial representa 6.7% del presupuesto celular estimado en una célula pancreática de Sus scrofa.","membrana mitocondrial de célula pancreática de Sus scrofa","tiene_valor_medido","6.7% del presupuesto celular","expresa","S307 tabla 1","aceptación mayoritaria","media","Es un tipo celular secretor multicelular.","parcialmente resuelta","vigente"
"C-1185","La membrana mitocondrial representa 7.9% del presupuesto celular estimado en Ostreococcus tauri.","membrana mitocondrial de Ostreococcus tauri","tiene_valor_medido","7.9% del presupuesto celular","expresa","S307 tabla 1","aceptación mayoritaria","media","Incluye membranas interna y externa.","parcialmente resuelta","vigente"
"C-1186","El área total de membrana mitocondrial fue modelada como aproximadamente 3.0 Vcell^0.99 en el conjunto de Lynch y Marinov.","área de membrana mitocondrial","tiene_valor_medido","3.0 Vcell^0.99","expresa","S312 resultados; S313","aceptación mayoritaria","media","Es una regresión morfométrica de organismos actuales.","parcialmente resuelta","vigente"
"C-1187","El coste de membranas mitocondriales no incluye por sí solo síntesis, recambio y operación de complejos respiratorios, metabolitos y transporte.","coste de membrana mitocondrial","no_equivale_a*","coste total de mitocondria y fosforilación oxidativa","sintesis(C-1182, C-1183, C-1184, C-1185, C-1186)","S307 tabla 1; S312","consenso amplio","alta","Membrana y orgánulo funcional completo son objetos distintos.","resuelta","vigente"
"C-1188","No se localizó una cifra única publicada para el coste total de una mitocondria ancestral integrada y su fosforilación oxidativa.","mitocondria ancestral integrada","tiene_estado*","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-054","no evaluado","desconocida","Las fuentes publican componentes, áreas o presupuestos de especies actuales.","información insuficiente","vigente"
"C-1189","La construcción de los dos flagelos de Chlamydomonas fue estimada en 6.15 × 10^10 ATP por célula.","dos flagelos de Chlamydomonas","tiene_valor_medido","6.15 × 10^10 ATP célula^-1","expresa","S324 tabla 1","aceptación mayoritaria","media","La cifra es un modelo estructural de construcción.","parcialmente resuelta","vigente"
"C-1190","La construcción de los flagelos de Chlamydomonas representó 1.4% del presupuesto de su ciclo celular en el modelo.","flagelos de Chlamydomonas","tiene_valor_medido","1.4% del presupuesto del ciclo","expresa","S324 tabla 1","aceptación mayoritaria","media","Depende de volumen y tiempo de división usados.","parcialmente resuelta","vigente"
"C-1191","La operación de cada flagelo de Chlamydomonas fue estimada en 9.7 × 10^5 ATP s^-1.","flagelo de Chlamydomonas en operación","tiene_valor_medido","9.7 × 10^5 ATP s^-1 flagelo^-1","expresa","S324 tabla 1","aceptación mayoritaria","media","Estimación basada en motores y frecuencia de batido.","parcialmente resuelta","vigente"
"C-1192","La operación de los flagelos de Chlamydomonas representó 1.2% del presupuesto de su ciclo celular en el modelo.","operación de flagelos de Chlamydomonas","tiene_valor_medido","1.2% del presupuesto del ciclo","expresa","S324 tabla 1","aceptación mayoritaria","media","Depende de tiempo de división y régimen de operación.","parcialmente resuelta","vigente"
"C-1193","El coste total modelado de construcción y operación de flagelos de Chlamydomonas fue 2.6% del presupuesto del ciclo.","flagelos de Chlamydomonas","tiene_valor_medido","2.6% del presupuesto del ciclo","expresa","S324 tabla 1","aceptación mayoritaria","media","Suma dos componentes modelados.","parcialmente resuelta","vigente"
"C-1194","En una encuesta de 200 especies, la construcción de flagelos se situó en la mayoría entre 0.1% y 40% del presupuesto celular.","construcción de flagelos en 200 especies","tiene_valor_medido","0.1–40% del presupuesto celular en la mayoría","expresa","S307 p. 90; S324 resultados","aceptación mayoritaria","media","Rango comparativo dependiente de morfología y presupuesto.","parcialmente resuelta","vigente"
"C-1195","Los modelos de beneficio de natación dependen de distribución de recursos, tamaño celular y velocidad.","beneficio de flagelos","depende_de*","ambiente, tamaño y velocidad","expresa","S324 resultados; S307 pp. 92–93","aceptación mayoritaria","media","El mismo apéndice puede ser ventajoso o costoso según el contexto.","parcialmente resuelta","vigente"
"C-1196","El fortalecimiento de adhesión mediada por integrinas aumentó aproximadamente siete veces bajo una fuerza constante de 200 nN en el sistema de Gallant y colaboradores.","adhesión mediada por integrinas","tiene_valor_medido","fortalecimiento aproximado de siete veces bajo 200 nN","expresa","S336 resultados","aceptación mayoritaria","alta","Fuerza y respuesta adhesiva fueron medidas experimentalmente.","resuelta","vigente"
"C-1197","La fuerza de 200 nN es una carga mecánica aplicada y no una cifra de ATP consumido por adhesión.","200 nN en ensayo de adhesión","no_equivale_a*","coste energético metabólico","sintesis(C-1196)","S336 métodos","consenso amplio","alta","Fuerza y energía metabólica requieren tiempo, desplazamiento y eficiencia para relacionarse.","resuelta","vigente"
"C-1198","No se localizó una cifra publicada para el coste total de adhesión celular en un coanoflagelado o filastereo.","adhesión en coanoflagelados o filastereos","tiene_estado*","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-055","no evaluado","desconocida","Se localizaron mecanismos y fuerzas en otros sistemas, no presupuestos del corredor.","información insuficiente","vigente"
"C-1199","La señalización por proteínas G consume GTP en el ciclo de activación y desactivación de Gα.","señalización por proteínas G","posee_rasgo","hidrólisis de GTP","expresa","S337 tesis general","consenso amplio","alta","Mecanismo bioquímico establecido.","resuelta","vigente"
"C-1200","La precisión de sistemas de detección celular está restringida conjuntamente por tiempo, número de proteínas y disipación energética en modelos de asignación de recursos.","sistemas de detección celular","compite_por*","tiempo, proteínas y energía","expresa","S338 resumen y modelo","aceptación mayoritaria","media","Es un resultado teórico con parámetros explícitos.","parcialmente resuelta","vigente"
"C-1201","La calorimetría de embriones de pez cebra detectó oscilaciones de calor asociadas al ciclo celular y a señalización fosforilativa.","señalización del ciclo celular en embriones de pez cebra","tiene_valor_medido","oscilaciones de flujo de calor","expresa","S339 resultados","aceptación mayoritaria","alta","El flujo de calor fue medido, pero integra procesos del embrión.","parcialmente resuelta","vigente"
"C-1202","Las oscilaciones de calor embrionarias no proporcionan el coste total de una red de señalización en un protista ancestral.","calorimetría de embriones de pez cebra","no_equivale_a*","coste de señalización en protista ancestral","sintesis(C-1201)","S339 métodos y discusión","consenso amplio","alta","El sistema, escala y procesos integrados son distintos.","resuelta","vigente"
"C-1203","No se localizó una cifra publicada para el coste total de señalización de una célula del corredor.","señalización celular del corredor","tiene_estado*","NO LOCALIZADO EN ESTA SESIÓN","glosa","BN-056","no evaluado","desconocida","Las fuentes cuantifican ciclos de nucleótidos, precisión o calor en otros sistemas.","información insuficiente","vigente"
"C-1204","Lane y Martin propusieron que la endosimbiosis mitocondrial permitió una expansión aproximada de 200000 veces en el número de genes expresados.","hipótesis de barrera energética mitocondrial","propuesto_por","Lane y Martin","expresa","S308 resumen","posición minoritaria","media","Es una hipótesis cuantitativa influyente, no una medición del ancestro.","sin resolver","vigente"
"C-1205","En el cálculo de Lane y Martin, una bacteria ampliada hipotética dispondría de 0.0005 fW por gen.","bacteria ampliada hipotética de Lane y Martin","tiene_valor_medido","0.0005 fW gen^-1","expresa","S308 p. 931","posición minoritaria","media","Valor derivado de un escenario de escalamiento hipotético.","sin resolver","vigente"
"C-1206","El valor de 0.0005 fW por gen era 230000 veces menor que el del protozoo comparado en el cálculo.","energía por gen en bacteria ampliada hipotética","tiene_valor_medido","reducción de 230000 veces","expresa","S308 p. 931","posición minoritaria","media","La relación hereda todos los supuestos del escalamiento.","sin resolver","vigente"
"C-1207","Lane y Martin expresaron la diferencia como aproximadamente 200000 veces más energía por gen eucariota.","energía por gen eucariota según Lane y Martin","tiene_valor_medido","aproximadamente 200000 veces la procariótica","expresa","S308 pp. 929, 931","posición minoritaria","media","El denominador es potencia celular dividida por número de genes.","sin resolver","vigente"
"C-1208","Lane y Martin atribuyeron entre 10^5 y 10^6 veces más potencia por gen al hospedador con mitocondrias en su formulación.","potencia por gen en hospedador mitocondrial según Lane y Martin","tiene_valor_medido","10^5–10^6 veces","expresa","S308 p. 931","posición minoritaria","media","Es una conclusión del modelo hipotético.","sin resolver","vigente"
"C-1209","El denominador de energía por gen de Lane y Martin divide la potencia total disponible por el número de genes.","energía por gen de Lane y Martin","se_calcula_como*","potencia total dividida por número de genes","expresa","S308 sección Energy per gene expressed","aceptación mixta","alta","La definición figura en el artículo.","resuelta","vigente"
"C-1210","La hipótesis predice que un procariota sin genomas bioenergéticos localizados no puede sostener una expansión eucariota del repertorio expresado bajo los supuestos del modelo.","hipótesis de barrera energética mitocondrial","predice*","restricción procariota de repertorio expresado","expresa","S308 conclusión","posición minoritaria","media","Predicción condicionada por el modelo de escalamiento y control local.","sin resolver","vigente"
"C-1211","La hipótesis no identifica la respiración aerobia por sí sola como la ventaja relevante.","hipótesis de barrera energética mitocondrial","no_atribuye_a*","respiración aerobia por sí sola","expresa","S308 pp. 929–930","aceptación mixta","alta","Los autores distinguen respiración de distribución de genes y membranas.","resuelta","vigente"
"C-1212","Lane y Martin sostuvieron que los genomas mitocondriales permiten control local sobre membranas bioenergéticas extensas.","genoma mitocondrial en hipótesis energética","posee_función_propuesta*","control local de membranas bioenergéticas","expresa","S308 pp. 930–933","posición minoritaria","media","El papel causal es propuesto, no observado en eucariogénesis.","sin resolver","vigente"
"C-1213","La comparación de Lane y Martin normaliza por gen y no por volumen celular ni por coste marginal de añadir un gen.","comparación de Lane y Martin","usa_denominador*","potencia total por número de genes","glosa","S308 sección Energy per gene expressed; S311","aceptación mixta","alta","La diferencia de denominador es explícita en la controversia.","resuelta","vigente"
"C-1214","Lynch y Marinov calcularon por separado los costes de replicación, transcripción y traducción de genes.","coste bioenergético de un gen","se_descompone_en*","replicación, transcripción y traducción","expresa","S309 métodos","aceptación mayoritaria","alta","Los componentes se modelan desde abundancia, longitud y recambio.","resuelta","vigente"
"C-1215","Lynch y Marinov concluyeron que la carga relativa de un gen generalmente disminuye al aumentar el tamaño celular.","carga relativa media de un gen","correlaciona_con*","disminución con tamaño celular","expresa","S309 resultados","aceptación mixta","media","Resultado de compilación y modelos; fue debatido por la posición rival.","sin resolver","vigente"
"C-1216","Lynch y Marinov sostuvieron que no existe una barrera energética general que impida complejidad genómica procariótica.","hipótesis de ausencia de barrera energética","propuesto_por","Lynch y Marinov","expresa","S309 discusión; S311","aceptación mixta","media","La conclusión se apoya en costes marginales y escalamiento de presupuestos.","sin resolver","vigente"
